URL,Title,isAboriginal,isArts,isBusiness,isCanada,isElections,isGoPublic,isHealth,isPolitics,isTech,isTrending,isWorld,hasSubCategory,hasStoryFlag,numWordsTitle,numNumsTitle,avgLengthWordsTitle,numAuthors,wasMorning,wasAfternoon,wasEvening,wasWeekday,wasWeekend,numSubHeadlines,numParagraphs,numInlineFigures,numVideos,numShares,numLinks,sentiment,numComments
http://www.cbc.ca/news/arts/lois-lilienstein-of-sharon-lois-bram-and-skinnamarink-fame-dies-at-78-1.3045731,Lois Lilienstein of Sharon Lois & Bram and Skinnamarink fame dies at 78,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,4,0,0,1,0,1,0,3,34,2,0,6796,4,-1,143
http://www.cbc.ca/news/canada/newfoundland-labrador/drinking-water-on-st-john-s-campus-is-safe-mun-says-1.3245259,Drinking water on St. John's campus is safe MUN says,0,0,0,1,0,0,0,0,0,0,0,1,0,10,0,4,0,0,1,0,0,1,0,10,2,0,14,5,-1,20
http://www.cbc.ca/news/politics/canada-election-2015-ndp-candidate-backs-off-constitution-1.3235458,NDP candidate Jean-Francois Delisle backs off proposal to reopen Constitution,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,6,0,0,1,0,0,1,1,14,2,0,1173,5,-1,721
http://www.cbc.ca/news/canada/toronto/critics-sound-alarm-of-secrecy-surrounding-possible-toronto-bid-for-olympics-1.3222913,Critics sound alarm of secrecy surrounding possible Toronto bid for  Olympics,0,0,0,1,0,0,0,0,0,0,0,1,0,12,0,5,0,0,1,0,1,0,1,11,1,0,23,3,0,36
http://www.cbc.ca/news/canada/manitoba/from-the-cbc-archives-manitoba-drive-ins-struggle-to-survive-1.3144018,From the CBC archives: Manitoba drive-ins struggle to survive,0,0,0,1,0,0,0,0,0,0,0,1,1,9,0,5,0,0,1,0,1,0,1,16,2,0,12,2,0,1
http://www.cbc.ca/news/politics/canada-election-2015-grenier-polls-sep8-1.3218215,Mulcair Trudeau Harper remain in close race after campaign's 1st phase,0,0,0,0,0,0,0,1,0,0,0,0,1,11,0,5,1,1,0,0,1,0,2,19,1,0,6129,7,-1,2037
http://www.cbc.ca/news/canada/north/election-id-changes-could-mean-headaches-for-nunavut-voters-1.3209233,Election ID changes could mean headaches for Nunavut voters,0,0,0,1,0,0,0,0,0,0,0,1,0,9,0,5,0,1,0,0,1,0,0,13,2,0,150,1,-1,14
http://www.cbc.ca/news/business/ottawa-posts-3-9b-surplus-to-start-2015-fiscal-year-1.3162993,Ottawa posts $3.9B surplus to start 2015 fiscal year,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,4,0,1,0,0,1,0,0,9,1,0,493,2,-1,560
http://www.cbc.ca/news/business/westjet-pilots-union-grounded-for-now-flight-attendants-up-in-the-air-1.3116512,WestJet pilots' union grounded for now flight attendants up in the air,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,4,1,1,0,0,1,0,1,28,1,0,123,3,-1,249
http://www.cbc.ca/news/canada/edmonton/inside-look-at-how-industry-association-successfully-pressured-government-1.3161202,Inside look at how industry association successfully pressured government ,0,0,0,1,0,0,0,0,0,0,0,1,1,10,1,6,2,0,0,1,1,0,3,37,2,0,55,6,0,4
http://www.cbc.ca/news/technology/hackers-kill-engine-of-moving-jeep-on-highway-in-security-demo-1.3162944,Hackers kill engine of moving Jeep on highway in security demo,0,0,0,0,0,0,0,0,1,0,0,0,0,11,1,4,0,1,0,0,1,0,2,20,3,0,7690,3,0,279
http://www.cbc.ca/news/canada/thunder-bay/moose-hunt-changes-coming-for-2015-1.3032773,Moose hunt changes coming for 2015,0,0,0,1,0,0,0,0,0,0,0,1,0,6,1,4,0,0,1,0,1,0,0,7,1,0,93,0,0,38
http://www.cbc.ca/news/canada/montreal/quebec-government-to-cut-74m-in-daycare-costs-1.3121057,Quebec government to cut $74M in daycare costs,0,0,0,1,0,0,0,0,0,0,0,1,0,8,0,4,0,0,1,0,1,0,0,8,1,0,93,0,0,15
http://www.cbc.ca/news/canada/prince-edward-island/andrew-coady-lawyer-dies-swimming-1.3219672,P.E.I. lawyer Andrew Coady 32 dies while swimming in New Hampshire,0,0,0,1,0,0,0,0,0,0,0,1,0,11,0,5,0,0,1,0,1,0,0,10,1,0,149,0,-1,3
http://www.cbc.ca/news/canada/oil-spills-in-arctic-deep-water-would-cause-challenges-for-government-1.3138887,Oil spills in Arctic deep water would cause challenges for government,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,5,1,1,0,0,0,1,2,23,2,0,682,4,-1,569
http://www.cbc.ca/news/technology/courtney-love-libel-suit-shows-landmark-1964-case-relevant-in-digital-age-1.2565330,Courtney Love libel suit shows landmark 1964 case relevant in digital age,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,5,0,0,1,0,0,1,2,25,1,0,10,0,0,30
http://www.cbc.ca/news/canada/nova-scotia/canada-election-2015-south-shore-st-margarets-and-what-s-at-stake-1.3197605,Canada election 2015: South Shore-St. Margarets and what's at stake,0,0,0,1,0,0,0,0,0,0,0,1,1,10,0,5,1,1,0,0,1,0,2,18,2,0,55,1,0,6
http://www.cbc.ca/news/trending/earl-the-grumpy-puppy-gives-grumpy-cat-a-run-for-her-money-1.3172985,Pouting puppy ends Grumpy Cat's reign as the internet's frowniest pet,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,5,1,0,0,1,1,0,0,30,6,0,1539,20,0,20
http://www.cbc.ca/news/politics/federal-election-2015-conservative-move-on-election-debates-raises-questions-1.3076199,Federal election 2015: Conservative move on election debates raises questions,0,0,0,0,0,0,0,1,0,0,0,0,1,10,0,6,2,1,0,0,0,1,2,24,2,0,161,5,-1,3852
http://www.cbc.ca/news/canada/newfoundland-labrador/roxon-rocks-on-kippens-swimmer-takes-gold-at-parapan-am-games-1.3187977,Roxon rocks on! Kippens swimmer takes gold at Parapan Am Games,0,0,0,1,0,0,0,0,0,0,0,1,0,11,0,4,0,1,0,0,1,0,0,9,4,0,2164,0,0,8
http://www.cbc.ca/news/canada/montreal/canada-election-2015-bloc-apologizes-for-pennsylvania-farm-quebec-agriculture-ad-1.3228007,Bloc Qubcois apologizes for using Pennsylvania farm in agriculture ad,0,0,0,1,0,0,0,0,0,0,0,1,0,10,0,6,0,0,1,0,1,0,0,8,2,0,214,4,-1,28
http://www.cbc.ca/news/canada/manitoba/5-things-to-watch-jets-rematch-with-edmonton-1.3241974,5 things to watch: Jets rematch with Edmonton,0,0,0,1,0,0,0,0,0,0,0,1,1,8,1,4,1,1,0,0,1,0,5,35,1,0,2,0,0,1
http://www.cbc.ca/news/canada/saskatchewan/fires-in-northern-saskatchewan-lead-to-evacuations-fire-ban-1.3129511,Fires in northern Saskatchewan lead to evacuations fire ban,0,0,0,1,0,0,0,0,0,0,0,1,0,9,0,5,0,1,0,0,1,0,1,16,3,0,205,3,-1,6
http://www.cbc.ca/news/elections/alberta-votes/alberta-students-voted-for-change-1.3063931,Alberta students voted for change,0,0,0,0,0,0,0,1,0,0,0,1,0,5,0,5,0,0,1,0,1,0,0,10,2,0,8,1,0,21
http://www.cbc.ca/news/canada/north/1st-ever-aboriginal-educators-symposium-underway-in-yellowknife-1.3132099,1st-ever Aboriginal Educators' Symposium underway in Yellowknife,0,0,0,1,0,0,0,0,0,0,0,1,0,7,1,8,0,0,1,0,1,0,0,8,1,0,173,2,-1,6
http://www.cbc.ca/news/world/u-k-election-2015-pm-david-cameron-conservatives-win-surprise-majority-1.3065385,U.K. election 2015: PM David Cameron Conservatives win surprise majority,0,0,0,0,0,0,0,0,0,0,1,0,0,10,3,6,0,0,1,0,1,0,1,45,5,1,48,3,-1,1428
http://www.cbc.ca/news/canada/british-columbia/whistler-tourism-soars-but-crackdown-on-foreign-labour-hurts-business-1.3191910,Whistler tourism soars but crackdown on foreign labour hurts business,0,0,0,1,0,0,0,0,0,0,0,1,0,10,0,6,0,0,0,1,1,0,2,21,2,0,936,4,-1,187
http://www.cbc.ca/news/canada/new-brunswick/point-lepreau-offline-repairs-safety-systems-1.3243694,NB Power's Point Lepreau shut down again ,0,0,0,1,0,0,0,0,0,0,0,1,0,8,0,4,0,0,1,0,1,0,0,12,1,0,29,0,-1,19
http://www.cbc.ca/news/canada/thunder-bay/thunder-bay-to-get-an-art-bus-1.3028286,Thunder Bay to get an 'art bus',0,0,0,1,0,0,0,0,0,0,0,1,0,7,0,3,1,1,0,0,1,0,0,22,2,0,39,0,0,3
http://www.cbc.ca/news/politics/canada-election-2015-mulcair-newfie-apology-1.3239063,Did Tom Mulcair need to apologize for his past 'Newfie' remark?,0,0,0,0,0,0,0,1,0,0,0,0,1,11,0,4,1,0,1,0,1,0,3,36,3,0,246,10,-1,346
http://www.cbc.ca/news/politics/2-7b-employment-insurance-surplus-balanced-joe-oliver-s-books-1.3057261,$2.7B employment insurance surplus balanced Joe Oliver's books,0,0,0,0,0,0,0,1,0,0,0,0,1,8,0,6,1,1,0,0,1,0,3,41,1,0,1164,5,-1,1078
http://www.cbc.ca/news/politics/foreign-caregiver-reforms-impose-cap-make-live-in-requirement-optional-1.2819800,Foreign caregiver reforms impose cap make live-in requirement optional,0,0,0,0,0,0,0,1,0,0,0,0,0,9,1,6,1,0,1,0,1,0,2,35,1,1,1973,12,-1,313
http://www.cbc.ca/news/canada/british-columbia/former-mla-judi-tyabji-leads-fight-to-save-powell-river-s-urban-forest-1.3064795,Former MLA Judi Tyabji leads fight to save Powell River's urban forest,0,0,0,1,0,0,0,0,0,0,0,1,0,12,1,4,1,1,0,0,1,0,0,12,1,0,240,0,-1,58
http://www.cbc.ca/news/canada/edmonton/alberta-is-in-drought-at-least-partly-minister-says-1.3162183,Alberta is in drought at least partly minister says ,0,0,0,1,0,0,0,0,0,0,0,1,0,10,0,4,0,0,1,0,1,0,1,23,2,0,718,1,0,352
http://www.cbc.ca/news/arts/apple-music-what-its-debut-means-for-the-competition-1.3105219,Apple Music: What its debut means for the competition,0,1,0,0,0,0,0,0,0,0,0,0,0,9,1,5,1,1,0,0,1,0,1,37,2,0,120,5,1,48
http://www.cbc.ca/news/elections/alberta-votes/alberta-liberals-look-to-rebuild-after-disappointing-election-1.3066035,Alberta Liberals look to rebuild after disappointing election ,0,0,0,0,0,0,0,1,0,0,0,1,0,9,1,6,1,1,0,0,1,0,2,36,2,0,39,2,-1,59
http://www.cbc.ca/news/canada/newfoundland-labrador/david-folker-wants-2nd-degree-murder-conviction-overturned-1.3023812,David Folker wants 2nd-degree murder conviction overturned,0,0,0,1,0,0,0,0,0,0,0,1,0,7,1,7,0,0,1,0,1,0,0,10,2,0,21,1,0,9
http://www.cbc.ca/news/canada/manitoba/winnipeg-band-s-rare-drums-guitar-stolen-while-touring-in-alberta-1.3229619,Winnipeg band's rare drums guitar stolen while touring in Alberta,0,0,0,1,0,0,0,0,0,0,0,1,0,10,0,5,1,0,1,0,1,0,0,18,2,0,420,1,0,10
http://www.cbc.ca/news/politics/anti-terrorism-bill-s-powers-could-ensnare-protesters-mp-fears-1.2960518,Anti-terrorism bill's powers could ensnare protesters MP fears,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,6,1,0,0,1,1,0,2,23,2,2,2586,5,-1,1170
http://www.cbc.ca/news/politics/justin-trudeau-vows-to-repeal-2-tiered-citizenship-law-1.3208571,Justin Trudeau vows to repeal '2-tiered' citizenship law,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,6,0,0,1,0,0,1,1,30,1,0,1245,5,-1,2757
http://www.cbc.ca/news/arts/global-citizen-fest-central-park-beyonce-obama-malala-1.3246603,Global Citizen festival: Michelle Obama Beyonc Malala among all-star lineup,0,1,0,0,0,0,0,0,0,0,0,0,0,10,1,6,1,1,0,0,1,0,2,26,4,0,28,0,0,6
http://www.cbc.ca/news/technology/mars-mission-at-canadian-space-simulator-gives-taste-of-astronaut-life-1.2999943,Mars mission at Canadian space simulator gives taste of astronaut life,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,5,1,0,1,0,1,0,3,53,8,0,827,14,0,129
http://www.cbc.ca/news/canada/edmonton/cougar-shot-in-west-edmonton-backyard-1.3233839,Cougar shot in west Edmonton backyard,0,0,0,1,0,0,0,0,0,0,0,1,0,6,1,5,0,1,0,0,1,0,1,26,3,0,856,3,0,84
http://www.cbc.ca/news/politics/canada-election-2015-unusual-numbers-campaign-1.3217481,Federal election 2015: Unusual numbers from the campaign so far,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,5,0,1,0,0,0,1,5,16,2,0,62,5,-1,140
http://www.cbc.ca/news/canada/north/susan-aglukark-leads-arcticrosewarcry-suicide-prevention-campaign-1.3169119,Susan Aglukark leads #ArcticRoseWarCry suicide prevention campaign,0,0,0,1,0,0,0,0,0,0,0,1,0,7,0,8,1,0,1,0,1,0,1,24,2,0,971,8,0,16
http://www.cbc.ca/news/canada/saskatoon/federal-court-will-hear-first-nations-case-to-halt-transparency-act-1.3195707,Federal Court will hear First Nations case to halt Transparency Act,0,0,0,1,0,0,0,0,0,0,0,1,0,11,0,5,0,1,0,0,1,0,0,16,1,0,1021,4,-1,50
http://www.cbc.ca/news/business/greek-stocks-plunge-after-five-week-closure-1.3177595,Greek stocks plunge after five-week closure,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,6,0,1,0,0,1,0,2,22,1,0,175,2,0,221
http://www.cbc.ca/news/canada/saskatchewan/bison-feast-brings-regina-together-honours-ancestors-1.3244314,Bison feast brings Regina together honours ancestors ,0,0,0,1,0,0,0,0,0,0,0,1,1,8,0,5,0,0,1,0,1,0,0,4,0,0,23,0,1,7
http://www.cbc.ca/news/politics/canada-to-resettle-10-000-more-syrian-refugees-over-3-years-1.2892652,Canada to resettle 10000 more Syrian refugees over 3 years,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,4,1,0,1,0,1,0,2,30,2,0,5427,4,0,1522
http://www.cbc.ca/news/canada/toronto/truck-tire-woman-struck-1.3235492,Flying wheel from truck in Mississauga causes woman's death,0,0,0,1,0,0,0,0,0,0,0,1,0,9,0,5,0,0,1,0,0,1,0,8,1,1,1981,3,-1,410
http://www.cbc.ca/news/politics/natural-resources-plugs-pesky-b-c-well-after-trying-for-50-years-1.3237472,Natural Resources plugs pesky B.C. well after trying for 50 years,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,5,1,1,0,0,0,1,2,23,3,0,530,1,-1,310
http://www.cbc.ca/news/canada/saskatchewan/youngsters-keen-to-have-smartphones-in-elementary-grades-1.3203571,Youngsters keen to have smartphones in elementary grades,0,0,0,1,0,0,0,0,0,0,0,1,0,8,1,6,0,0,1,0,1,0,0,16,2,0,695,2,0,11
http://www.cbc.ca/news/business/house-hunters-make-personal-pleas-in-hot-markets-1.3209873,House hunters make personal pleas in hot markets,0,0,1,0,0,0,0,0,0,0,0,0,0,8,1,5,1,1,0,0,1,0,4,62,3,0,4667,5,0,692
http://www.cbc.ca/news/canada/edmonton/alberta-premier-says-she-and-clinton-on-same-side-of-keystone-xl-debate-1.3239595,Alberta premier says she and Clinton on same side of Keystone XL debate,0,0,0,1,0,0,0,0,0,0,0,1,0,13,0,4,0,0,0,1,1,0,0,13,1,0,1875,5,-1,436
http://www.cbc.ca/news/politics/canada-election-2015-learned-this-week-aug22-1.3196750,Canada election 2015: What we learned this week,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,5,1,1,0,0,0,1,6,33,6,0,490,11,0,1761
http://www.cbc.ca/news/canada/nova-scotia/halifax-downtown-business-art-1.3244502,Downtown Halifax Business Commission wants ideas for Granville Mall,0,0,0,1,0,0,0,0,0,0,0,1,0,9,0,6,1,0,1,0,0,1,1,11,1,0,19,0,-1,12
http://www.cbc.ca/news/world/the-life-of-a-jihadi-wife-why-one-canadian-woman-joined-isis-s-islamic-state-1.2696385,The life of a jihadi wife: Why one Canadian woman joined ISIS's Islamic state,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,4,1,1,0,0,1,0,3,69,3,2,858,4,0,1712
http://www.cbc.ca/news/canada/saskatchewan/roughriders-fire-coach-corey-chamblin-and-gm-brendan-taman-1.3210666,Roughriders fire coach Corey Chamblin and GM Brendan Taman ,0,0,0,1,0,0,0,0,0,0,0,1,0,10,0,5,0,0,0,1,1,0,0,24,4,0,572,3,-1,105
http://www.cbc.ca/news/canada/british-columbia/unprecedented-b-c-glacier-melt-seeps-into-u-s-climate-change-concerns-1.2646742,Unprecedented B.C. glacier melt seeps into U.S. climate change concerns,0,0,0,1,0,0,0,0,0,0,0,1,0,10,1,6,0,1,0,0,0,1,1,25,2,0,908,4,-1,1131
http://www.cbc.ca/news/canada/saskatchewan/reginans-dreaming-of-60m-line-up-for-lotto-tickets-1.3244436,Reginans dreaming of $60M line up for lotto tickets,0,0,0,1,0,0,0,0,0,0,0,1,0,9,0,4,0,0,1,0,1,0,0,8,2,0,22,3,0,3
http://www.cbc.ca/news/canada/saskatchewan/wind-chill-explained-1.2485752,Wind chill explained,0,0,0,1,0,0,0,0,0,0,0,1,0,3,1,6,0,0,1,0,1,0,0,0,1,0,18,0,0,2
http://www.cbc.ca/news/arts/vincent-van-gogh-and-rothko-paintings-could-fetch-40m-each-at-new-york-auction-1.3030807,Vincent van Gogh and Rothko paintings could fetch $40M each at New York auction,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,4,0,0,1,0,1,0,1,11,2,0,87,0,-1,25
http://www.cbc.ca/news/politics/conservative-app-puts-voter-identification-in-campaign-workers-hands-1.3104470,Conservative app puts voter identification in campaign workers' hands,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,6,1,1,0,0,1,0,3,33,2,0,380,5,-1,980
http://www.cbc.ca/news/arts/chris-hyndman-our-blazing-comet-recalled-in-obituary-1.3187232,Chris Hyndman 'our blazing comet' recalled in obituary,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,1,0,1,0,1,13,1,0,3531,7,0,287
http://www.cbc.ca/news/canada/manitoba/family-budgeting-can-be-hair-raising-experience-1.3243505,Family budgeting can be hair-raising experience,0,0,0,1,0,0,0,0,0,0,0,1,1,6,0,7,1,1,0,0,0,1,0,11,1,0,24,0,-1,4
http://www.cbc.ca/news/canada/calgary/vitamin-d-levels-in-milk-substitutes-not-always-enough-doctor-says-1.2853863,Vitamin D levels in milk substitutes not always enough doctor says,0,0,0,1,0,0,0,0,0,0,0,1,0,11,0,5,0,0,1,0,1,0,0,9,1,0,6,4,-1,8
http://www.cbc.ca/news/trending/nonetflixtax-the-internet-has-fun-with-harper-s-tv-centric-twitter-video-1.3181532,#NoNetflixTax: The internet has fun with Harper's TV-centric Twitter video,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,6,1,0,1,0,1,0,0,57,1,1,2652,64,1,30
http://www.cbc.ca/news/aboriginal/headdress-no-more-1.2501290,Headdress No More,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,5,1,1,0,0,0,1,0,33,3,0,213,6,0,80
http://www.cbc.ca/news/canada/sudbury/missing-person-cases-prove-costly-for-sudbury-police-1.3228555,Missing person cases prove costly for Sudbury police ,0,0,0,1,0,0,0,0,0,0,0,1,0,9,0,5,0,1,0,0,1,0,0,8,1,0,12,2,0,2
http://www.cbc.ca/news/canada/north/cougar-that-alarmed-whitehorse-neighbourhood-just-a-fox-1.3198684,'Cougar' that alarmed Whitehorse neighbourhood just a fox,0,0,0,1,0,0,0,0,0,0,0,1,0,8,0,6,0,1,0,0,1,0,0,9,1,0,194,1,-1,9
http://www.cbc.ca/news/canada/north/days-numbered-for-hay-river-stray-dog-loki-1.1863984,Days numbered for Hay River stray dog Loki,0,0,0,1,0,0,0,0,0,0,0,1,0,8,0,4,0,0,0,1,1,0,0,7,1,1,466,0,0,65
http://www.cbc.ca/news/politics/canadian-election-2015-elizabeth-may-interview-1.3224696,Elizabeth May willing to mediate coalition to topple Stephen Harper,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,5,0,0,0,1,1,0,1,35,1,0,15839,6,0,1244
http://www.cbc.ca/news/canada/calgary/joan-crockatt-drops-out-of-calgary-pride-parade-after-controversy-1.3196106,Joan Crockatt drops out of Calgary Pride Parade after controversy,0,0,0,1,0,0,0,0,0,0,0,1,0,10,2,5,0,1,0,0,1,0,1,19,1,0,92,15,-1,85
http://www.cbc.ca/news/canada/british-columbia/vancouver-earthquake-scenario-predicts-up-to-10-000-casualties-1.3213680,Vancouver earthquake scenario predicts up to 10000 casualties,0,0,0,1,0,0,0,0,0,0,0,1,0,8,0,6,1,1,0,0,1,0,3,32,1,0,741,10,-1,72
http://www.cbc.ca/news/canada/saskatchewan/cheap-bus-passes-for-university-students-on-agenda-at-regina-city-hall-1.3218869,Cheap bus passes for university students on agenda at Regina City Hall,0,0,0,1,0,0,0,0,0,0,0,1,0,12,0,4,0,1,0,0,1,0,0,10,1,0,84,0,-1,15
http://www.cbc.ca/news/canada/montreal/anonymous-takes-credit-for-hacking-montreal-police-website-1.3029276,Anonymous takes credit for hacking Montreal police website,0,0,0,1,0,0,0,0,0,0,0,1,0,8,0,6,1,1,0,0,0,1,1,15,1,0,2219,12,0,321
http://www.cbc.ca/news/aboriginal/first-nations-girl-chooses-traditional-medicine-over-chemo-1.2644637,First Nations girl chooses traditional medicine over chemo,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,1,1,0,0,1,0,2,32,4,1,2865,2,0,1650
http://www.cbc.ca/news/politics/woman-fighting-ban-on-face-covering-at-citizenship-ceremonies-gets-support-from-ontario-1.3223599,Woman fighting ban on face-covering at citizenship ceremonies gets support from Ontario,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,6,1,0,0,1,1,0,0,21,1,0,3150,14,0,343
http://www.cbc.ca/news/canada/newfoundland-labrador/topic/Person/John Crosbie,Heartbleed bug may shut Revenue Canada website until weekend,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,5,0,1,0,0,1,0,1,28,2,2,349,2,-1,541
http://www.cbc.ca/news/canada/british-columbia/time-to-re-examine-electronic-monitoring-of-high-risk-offenders-in-b-c-says-suzanne-anton-1.2777322,Time to re-examine electronic monitoring of high-risk offenders in B.C. says Suzanne Anton,0,0,0,1,0,0,0,0,0,0,0,1,0,13,0,6,0,1,0,0,1,0,1,28,3,0,46,3,-1,52
http://www.cbc.ca/news/politics/senate-can-vote-separately-on-duffy-wallin-brazeau-suspensions-1.2355636,Some Tory senators want separate votes on Duffy Wallin Brazeau suspensions,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,5,1,0,1,0,1,0,2,24,1,1,14,1,-1,855
http://www.cbc.ca/news/technology/new-year-s-resolutions-the-best-apps-to-reach-your-goals-1.2466951,New Year's resolutions: The best apps to reach your goals,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,4,1,1,0,0,1,0,5,48,3,2,99,7,1,95
http://www.cbc.ca/news/business/harper-dismisses-reports-of-a-canadian-housing-bubble-1.2776802,Harper dismisses reports of a Canadian housing bubble,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,1,0,1,0,0,9,1,0,168,3,0,298
http://www.cbc.ca/news/politics/canada-election-2015-senate-abolition-ndp-1.3235746,Tom Mulcair says some senators willing to work with NDP government,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,5,0,0,1,0,0,1,2,25,3,1,1692,7,0,1921
http://www.cbc.ca/news/health/kim-kardashian-s-social-media-posts-for-morning-sickness-violate-drug-promotion-rules-fda-1.3187449,Kim Kardashian's social media posts for morning-sickness violate drug promotion rules: FDA,0,0,0,0,0,0,1,0,0,0,0,0,0,12,1,6,0,0,1,0,1,0,0,13,1,0,140,1,-1,46
http://www.cbc.ca/news/arts/jonathan-crombie-anne-of-green-gables-actor-dead-at-48-1.3038948,Jonathan Crombie Anne of Green Gables actor dead at 48,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,1,0,0,1,3,31,3,2,43580,2,-1,196
http://www.cbc.ca/news/arts/the-interview-gets-canadian-online-release-1.2883362,The Interview gets Canadian online release,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,1,0,0,1,0,2,34,2,1,744,7,0,511
http://www.cbc.ca/news/canada/toronto/tiff-2015-canadian-films-highlight-festival-but-will-they-make-money-1.3229880,TIFF 2015: Canadian films highlight festival but will they make money?,0,0,0,1,0,0,0,0,0,0,0,1,0,11,0,5,1,0,0,1,1,0,2,44,2,0,124,2,-1,33
